parc;estratos;spp;dap
43;Sul;Casearia decandra;10,6315502
43;Sul;Myrsine umbellata;17,00969525
43;Sul;Ilex brevicuspis;14,73774773
43;Sul;Zanthoxylum kleinii;9,963099438
43;Sul;Vernonanthura discolor;19,51239602
44;Sul;Matayba elaeagnoides;7,193803428
44;Sul;Schinus terebinthifolius;7,257465405
44;Sul;Matayba elaeagnoides;7,161972439
44;Sul;Matayba elaeagnoides;54,28136539
44;Sul;Blepharocalyx salicifolius;5,53859202
44;Sul;Matayba elaeagnoides;7,289296394
44;Sul;Inga sessilis;23,3101092
44;Sul;Matayba elaeagnoides;10,37475396
44;Sul;Matayba elaeagnoides;7,098310462
44;Sul;Matayba elaeagnoides;9,165611436
44;Sul;Machaerium paraguariense;5,697746963
44;Sul;Matayba elaeagnoides;5,188451145
44;Sul;Lithraea brasiliensis;7,734930234
44;Sul;Symplocos uniflora;7,289296394
44;Sul;Schinus terebinthifolius;17,89348951
44;Sul;Schinus terebinthifolius;9,667873535
44;Sul;Schinus terebinthifolius;6,970986507
44;Sul;Schinus terebinthifolius;5,53859202
44;Sul;Schinus terebinthifolius;10,2829367
44;Sul;Schinus terebinthifolius;7,862254189
44;Sul;Schinus terebinthifolius;15,5881197
44;Sul;Acca sellowiana;6,44606992
44;Sul;Schinus terebinthifolius;8,658028904
44;Sul;Blepharocalyx salicifolius;7,989578143
44;Sul;Symplocos uniflora;7,161972439
44;Sul;Schinus terebinthifolius;6,334366735
44;Sul;Schinus terebinthifolius;9,428476382
44;Sul;Annona rugulosa;13,45912669
44;Sul;Matayba elaeagnoides;37,05127075
44;Sul;Lithraea brasiliensis;5,856901906
44;Sul;Schinus terebinthifolius;7,512113314
44;Sul;Schinus terebinthifolius;7,60760628
44;Sul;Schinus terebinthifolius;11,97496853
44;Sul;Schinus terebinthifolius;7,544011456
44;Sul;Schinus terebinthifolius;9,708451529
44;Sul;Schinus terebinthifolius;9,103662745
44;Sul;Lithraea brasiliensis;8,757282906
44;Sul;Lithraea brasiliensis;6,175211792
44;Sul;Lithraea brasiliensis;17,76140642
44;Sul;Matayba elaeagnoides;6,334366735
44;Sul;Campomanesia xanthocarpa;6,003327829
44;Sul;Inga sessilis;20,89880763
44;Sul;Allophylus guaraniticus;14,92890334
44;Sul;Inga sessilis;14,97633638
44;Sul;Inga sessilis;5,635613385
44;Sul;Blepharocalyx salicifolius;5,200252293
44;Sul;Blepharocalyx salicifolius;5,474930042
45;Sul;Matayba elaeagnoides;11,53498988
45;Sul;Matayba elaeagnoides;12,81350506
45;Sul;Matayba elaeagnoides;8,53070495
45;Sul;Campomanesia xanthocarpa;10,18591636
45;Sul;Allophylus guaraniticus;6,334366735
45;Sul;Matayba elaeagnoides;8,021409132
45;Sul;Matayba elaeagnoides;6,493521678
45;Sul;Machaerium paraguariense;8,085071109
45;Sul;Myrcia palustris;10,67857323
45;Sul;Myrsine coriacea;10,02676141
45;Sul;Styrax leprosus;14,40973772
45;Sul;Styrax leprosus;15,62152588
45;Sul;Matayba elaeagnoides;26,83352341
45;Sul;Matayba elaeagnoides;27,17488511
45;Sul;Sapium glandulosum;19,09859317
45;Sul;Oreopanax fulvus;13,59723562
45;Sul;Dasyphyllum tomentosum;11,80929678
45;Sul;Allophylus guaraniticus;8,45632614
45;Sul;Schinus terebinthifolius;9,390141642
45;Sul;Matayba elaeagnoides;7,161972439
45;Sul;Casearia decandra;9,071831756
45;Sul;Ilex theezans;6,525352667
45;Sul;Duranta vestita;7,919841662
45;Sul;Duranta vestita;6,953231565
45;Sul;Allophylus guaraniticus;5,634084985
45;Sul;Matayba elaeagnoides;7,257465405
45;Sul;Duranta vestita;8,362164892
45;Sul;Matayba elaeagnoides;27,57329877
45;Sul;Duranta vestita;7,925916166
45;Sul;Dasyphyllum tomentosum;14,43555513
45;Sul;Matayba elaeagnoides;9,517465597
45;Sul;Cupania vernalis;9,581127574
45;Sul;Dasyphyllum tomentosum;15,88366332
45;Sul;Duranta vestita;5,347606088
45;Sul;Matayba elaeagnoides;8,53070495
45;Sul;Cupania vernalis;7,734930234
45;Sul;Escallonia bifida;9,67662054
45;Sul;Escallonia bifida;11,49098689
45;Sul;Allophylus guaraniticus;7,536553744
46;Sul;Myrsine coriacea;5,347606088
46;Sul;Dasyphyllum tomentosum;7,60760628
46;Sul;Allophylus guaraniticus;6,977959675
46;Sul;Matayba elaeagnoides;5,443099054
46;Sul;Matayba elaeagnoides;9,167324722
46;Sul;Matayba elaeagnoides;7,225634416
46;Sul;Banara tomentosa;9,008169779
46;Sul;Matayba elaeagnoides;8,118399888
46;Sul;Matayba elaeagnoides;8,562535938
46;Sul;Matayba elaeagnoides;6,90732453
46;Sul;Myrsine coriacea;8,307888029
46;Sul;Cupania vernalis;7,766761223
46;Sul;Cupania vernalis;7,052557625
46;Sul;Lithraea brasiliensis;12,11105328
46;Sul;Myrsine coriacea;14,86507168
46;Sul;Cupania vernalis;7,629948393
46;Sul;Blepharocalyx salicifolius;6,279423942
46;Sul;Matayba elaeagnoides;10,15408537
46;Sul;Ocotea pulchella;16,75329372
46;Sul;Matayba elaeagnoides;5,825070917
46;Sul;Solanum sanctaecatharinae;6,079718826
46;Sul;Matayba elaeagnoides;21,99521314
46;Sul;Cupania vernalis;5,650247052
46;Sul;Cupania vernalis;13,55723621
46;Sul;Cupania vernalis;9,835775483
46;Sul;Cupania vernalis;7,804047045
46;Sul;Cupania vernalis;5,754546242
46;Sul;Lithraea brasiliensis;8,689859893
46;Sul;Lithraea brasiliensis;7,671268257
46;Sul;Duranta vestita;8,021409132
46;Sul;Duranta vestita;7,953735439
46;Sul;Allophylus guaraniticus;14,23589144
46;Sul;Myrcia guianensis;6,662264699
46;Sul;Myrtaceae sp.;9,712625187
46;Sul;Matayba elaeagnoides;9,411051283
46;Sul;Lithraea brasiliensis;7,225634416
46;Sul;Allophylus guaraniticus;6,531870882
46;Sul;Dasyphyllum tomentosum;14,80140971
46;Sul;Zanthoxylum rhoifolium;10,55008814
46;Sul;Blepharocalyx salicifolius;11,73117688
46;Sul;Machaerium paraguariense;10,02029208
46;Sul;Matayba elaeagnoides;6,302535746
46;Sul;Lithraea brasiliensis;7,703099246
46;Sul;Lithraea brasiliensis;16,72242131
46;Sul;Matayba elaeagnoides;9,199155711
46;Sul;Casearia decandra;7,480282325
46;Sul;Casearia decandra;12,82461011
46;Sul;Lithraea brasiliensis;9,199155711
46;Sul;Machaerium paraguariense;11,26816997
46;Sul;Dasyphyllum tomentosum;12,70056446
46;Sul;Blepharocalyx salicifolius;6,016056849
46;Sul;Dasyphyllum tomentosum;19,64776636
46;Sul;Lithraea brasiliensis;9,288760259
47;Sul;Casearia obliqua;17,3478888
47;Sul;Dicksonia sellowiana;17,37971979
47;Sul;Matayba elaeagnoides;20,53098766
47;Sul;Lithraea brasiliensis;12,92338138
47;Sul;Banara tomentosa;8,985251557
47;Sul;Banara tomentosa;5,283944111
47;Sul;Dasyphyllum tomentosum;22,44084698
47;Sul;Matayba elaeagnoides;11,10901503
47;Sul;Matayba elaeagnoides;29,02986162
47;Sul;Allophylus guaraniticus;8,562535938
47;Sul;Solanum sanctaecatharinae;5,634084985
47;Sul;Solanum sanctaecatharinae;12,44591655
47;Sul;Allophylus guaraniticus;5,347606088
47;Sul;Nectandra lanceolata;26,43959786
47;Sul;Allophylus guaraniticus;7,11563222
47;Sul;Sebastiania brasiliensis;9,199155711
47;Sul;Dicksonia sellowiana;18,93943823
47;Sul;Dicksonia sellowiana;16,83859298
47;Sul;Dicksonia sellowiana;22,12253709
47;Sul;Dicksonia sellowiana;15,78817035
47;Sul;Cupania vernalis;16,07464925
47;Sul;Banara tomentosa;5,315775099
47;Sul;Dalbergia frutescens;11,01352206
47;Sul;Annona rugulosa;14,02970458
47;Sul;Dicksonia sellowiana;16,42479013
47;Sul;Cinnamomum amoenum;5,283944111
47;Sul;Ocotea pulchella;5,220282133
47;Sul;Lithraea brasiliensis;13,40084621
47;Sul;Dicksonia sellowiana;19,8625369
48;Sul;Sebastiania commersoniana;7,225634416
48;Sul;Myrsine umbellata;5,06112719
48;Sul;Allophylus guaraniticus;6,748169587
48;Sul;Cupania vernalis;24,35070629
48;Sul;Lithraea brasiliensis;17,47521275
48;Sul;Dasyphyllum tomentosum;8,116902098
48;Sul;Sebastiania commersoniana;5,53859202
48;Sul;Banara tomentosa;5,06112719
48;Sul;Styrax leprosus;18,87577625
48;Sul;Oreopanax fulvus;8,944507802
48;Sul;Cupania vernalis;8,562535938
48;Sul;Dasyphyllum tomentosum;10,98169107
48;Sul;Blepharocalyx salicifolius;14,45126883
48;Sul;Cupania vernalis;8,244226052
48;Sul;Allophylus guaraniticus;5,443099054
48;Sul;Duranta vestita;12,3605512
48;Sul;Oreopanax fulvus;5,315775099
48;Sul;Prunus myrtifolia;12,8597194
48;Sul;Lithraea brasiliensis;15,9473253
48;Sul;Allophylus guaraniticus;15,33067786
48;Sul;Lithraea brasiliensis;36,64075871
49;Sul;Dasyphyllum tomentosum;47,07271594
49;Sul;Nectandra megapotamica;27,03983935
49;Sul;Lithraea brasiliensis;25,59211485
49;Sul;Escallonia bifida;19,60788899
49;Sul;Sebastiania commersoniana;5,283944111
49;Sul;Lithraea brasiliensis;8,75352187
49;Sul;Citronella paniculata;6,970986507
49;Sul;Xylosma ciliatifolia;5,315775099
49;Sul;Jacaranda puberula;5,252113122
49;Sul;Sebastiania brasiliensis;12,47523004
49;Sul;Allophylus guaraniticus;6,652676621
49;Sul;Vernonanthura discolor;18,08000154
49;Sul;Ocotea pulchella;43,48921561
49;Sul;Duranta vestita;11,70627613
49;Sul;Sebastiania brasiliensis;14,79648022
49;Sul;Scutia buxifolia;12,70056446
49;Sul;Oreopanax fulvus;22,53633994
49;Sul;Xylosma tweediana;5,825070917
49;Sul;Sebastiania commersoniana;7,512113314
49;Sul;Allophylus guaraniticus;12,57070183
49;Sul;Allophylus guaraniticus;5,283944111
49;Sul;Machaerium paraguariense;12,61913038
49;Sul;Myrsine umbellata;8,626197916
49;Sul;Sebastiania commersoniana;6,429859701
49;Sul;Myrsine umbellata;6,90732453
49;Sul;Dasyphyllum spinescens;20,24450876
49;Sul;Matayba elaeagnoides;42,71718673
50;Sul;Xylosma ciliatifolia;8,276057041
50;Sul;Matayba elaeagnoides;8,276057041
50;Sul;Xylosma ciliatifolia;7,785589131
50;Sul;Matayba elaeagnoides;5,76140894
50;Sul;Solanum pabstii;11,65014183
50;Sul;Dalbergia frutescens;6,43560877
50;Sul;Dalbergia frutescens;7,56118318
50;Sul;Casearia obliqua;7,862254189
50;Sul;Escallonia bifida;9,230986699
50;Sul;Escallonia bifida;12,5732405
50;Sul;Escallonia bifida;14,73774773
50;Sul;Dalbergia frutescens;15,9518674
50;Sul;Dalbergia frutescens;8,103347006
50;Sul;Inga sessilis;6,111549815
50;Sul;Inga sessilis;9,576261802
50;Sul;Inga sessilis;11,36303878
50;Sul;Matayba elaeagnoides;14,42611167
50;Sul;Matayba elaeagnoides;42,30413833
50;Sul;Machaerium paraguariense;5,506761031
50;Sul;Machaerium paraguariense;5,379437077
50;Sul;Ocotea pulchella;6,843662553
50;Sul;Matayba elaeagnoides;7,321127382
50;Sul;Matayba elaeagnoides;5,920563883
50;Sul;Matayba elaeagnoides;8,116902098
50;Sul;Matayba elaeagnoides;8,148733086
50;Sul;Inga sessilis;11,88319487
50;Sul;Allophylus guaraniticus;14,47680221
50;Sul;Inga sessilis;18,06811705
50;Sul;Inga sessilis;12,8788117
50;Sul;Mimosa scabrella;28,20225592
50;Sul;Roupala montana;11,61831085
50;Sul;Inga sessilis;8,562535938
50;Sul;Inga sessilis;7,488743229
50;Sul;Inga sessilis;10,78032456
50;Sul;Inga sessilis;5,665915974
